,experiment,node_id,label,label_2,loss,count,std,mean,var,hop,min,max,outliers,window
79,rnd__2019-05-01_01:07_,aaaa::212:7405:5:505,Normal,Normal,96.0,1,0.0,2669.0,0.0,2,600,7148,0,25
80,rnd__2019-05-01_01:07_,aaaa::212:740a:a:a0a,Normal,Normal,96.0,1,0.0,1170.0,0.0,2,460,5075,0,25
81,rnd__2019-05-01_01:07_,aaaa::212:740a:a:a0a,Normal,Normal,88.0,3,170.20379940921805,2979.6666666666665,28969.333333333336,2,460,5075,0,25
82,rnd__2019-05-01_01:07_,aaaa::212:740a:a:a0a,Normal,Normal,84.0,4,643.927208619111,2051.25,414642.25,2,460,5075,0,25
83,rnd__2019-05-01_01:07_,aaaa::212:740a:a:a0a,Normal,Normal,100.0,0,0.0,0.0,0.0,2,460,5075,0,25
84,rnd__2019-05-01_01:07_,aaaa::212:7404:4:404,Normal,Normal,84.0,4,4398.606322840603,3404.25,19347737.583333332,2,401,9943,0,25
85,rnd__2019-05-01_01:07_,aaaa::212:7404:4:404,Normal,Normal,48.0,13,625.2394925761831,1125.6153846153845,390924.423076923,2,401,9943,1,25
86,rnd__2019-05-01_01:07_,aaaa::212:7404:4:404,Normal,Normal,68.0,8,871.0307420357955,1260.625,758694.5535714285,2,401,9943,1,25
87,rnd__2019-05-01_01:07_,aaaa::212:7404:4:404,Normal,Normal,72.0,7,708.2122361471676,1212.7142857142858,501564.5714285714,2,401,9943,0,25
88,rnd__2019-05-01_01:07_,aaaa::212:7402:2:202,Normal,Normal,88.0,3,331.5976477600527,2991.0,109957.0,2,652,4950,0,25
89,rnd__2019-05-01_01:07_,aaaa::212:7402:2:202,Normal,Normal,72.0,7,798.157759796777,2548.1428571428573,637055.8095238096,2,652,4950,0,25
90,rnd__2019-05-01_01:07_,aaaa::212:7402:2:202,Normal,Normal,76.0,6,775.3546285410309,1942.0,601174.8,2,652,4950,0,25
91,rnd__2019-05-01_01:07_,aaaa::212:7402:2:202,Normal,Normal,100.0,0,0.0,0.0,0.0,2,652,4950,0,25
92,rnd__2019-05-01_01:07_,aaaa::212:7407:7:707,Normal,Normal,76.0,6,1018.5655436282275,869.8333333333334,1037475.7666666666,1,140,4390,0,25
93,rnd__2019-05-01_01:07_,aaaa::212:7407:7:707,Normal,Normal,68.0,8,1064.3545914912809,1186.125,1132850.6964285714,1,140,4390,0,25
94,rnd__2019-05-01_01:07_,aaaa::212:7407:7:707,Normal,Normal,52.0,12,526.6999893562546,632.8333333333334,277412.8787878787,1,140,4390,1,25
95,rnd__2019-05-01_01:07_,aaaa::212:7407:7:707,Normal,Normal,12.0,22,508.7625680505108,556.2727272727273,258839.35064935067,1,140,4390,2,25
96,rnd__2019-05-01_01:07_,aaaa::212:7403:3:303,Normal,Normal,100.0,0,0.0,0.0,0.0,3,1640,9086,0,25
97,rnd__2019-05-01_01:07_,aaaa::212:7403:3:303,Normal,Normal,96.0,1,0.0,3465.0,0.0,3,1640,9086,0,25
98,rnd__2019-05-01_01:07_,aaaa::212:7403:3:303,Normal,Normal,96.0,1,0.0,4007.0,0.0,3,1640,9086,0,25
99,rnd__2019-05-01_01:07_,aaaa::212:7403:3:303,Normal,Normal,100.0,0,0.0,0.0,0.0,3,1640,9086,0,25
100,rnd__2019-05-01_01:07_,aaaa::212:7409:9:909,Normal,Normal,80.0,5,1574.4135416084303,1687.0,2478778.0,1,280,4653,0,25
